Created At,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,PM2.5 AQI,AQImessage,Risk Factor
2019-08-02 15:00:00 UTC,1.90,3.04,3.34,3.00,-55.00,74.00,36.00,3.04,13,Good,0
2019-08-02 16:00:00 UTC,19.20,52.34,63.93,35.00,-51.40,78.40,32.07,36.12,103,Unhealthy for Sensitive Groups,2
2019-08-02 17:00:00 UTC,0.00,0.01,0.02,78.00,-50.46,82.00,29.31,0.01,0,Good,0
2019-08-07 19:00:00 UTC,15.81,38.27,45.59,21.00,-52.33,83.62,28.71,26.67,82,Moderate,1
2019-08-07 20:00:00 UTC,0.00,0.00,0.00,47.20,-53.80,88.00,25.40,0.00,-,-,-
2019-10-09 04:00:00 UTC,7.73,11.99,12.54,3.00,-89.00,82.00,42.50,11.99,50,Good,0
2019-12-05 11:00:00 UTC,52.29,79.32,84.33,4.33,-53.50,79.17,42.67,52.97,144,Unhealthy for Sensitive Groups,2
2019-12-06 04:00:00 UTC,21.29,33.25,35.24,5.00,-52.75,79.75,37.50,31.65,92,Moderate,1
2019-12-11 03:00:00 UTC,50.68,78.57,82.92,4.00,-94.00,76.00,50.00,52.25,142,Unhealthy for Sensitive Groups,2
2019-12-11 04:00:00 UTC,45.76,69.90,73.95,25.14,-91.57,81.29,41.71,50.76,139,Unhealthy for Sensitive Groups,2
2019-12-11 05:00:00 UTC,,,,,,,,,-,-,-
2019-12-11 06:00:00 UTC,,,,,,,,,-,-,-
2019-12-11 07:00:00 UTC,40.06,61.35,65.09,9.67,-91.00,85.67,36.00,46.65,128,Unhealthy for Sensitive Groups,2
2019-12-11 08:00:00 UTC,,,,,,,,,-,-,-
2019-12-11 09:00:00 UTC,,,,,,,,,-,-,-
2019-12-11 10:00:00 UTC,62.86,96.71,101.94,16.00,-92.00,85.50,38.50,63.68,155,Unhealthy,3
2019-12-11 11:00:00 UTC,88.91,136.30,144.19,9.71,-87.71,83.86,43.71,90.15,169,Unhealthy,3
2019-12-11 12:00:00 UTC,113.45,171.69,181.36,9.36,-88.64,82.36,46.36,113.77,181,Unhealthy,3
2019-12-11 13:00:00 UTC,110.62,165.20,173.90,43.38,-89.73,81.54,48.77,109.42,179,Unhealthy,3
2019-12-11 14:00:00 UTC,114.21,171.61,181.12,109.86,-89.64,79.36,53.57,113.66,181,Unhealthy,3
2019-12-11 15:00:00 UTC,114.10,171.95,181.25,168.80,-88.10,78.93,55.83,113.90,181,Unhealthy,3
2019-12-11 16:00:00 UTC,104.68,159.34,168.47,227.00,-88.64,77.57,57.21,105.48,177,Unhealthy,3
2019-12-11 17:00:00 UTC,109.46,166.61,175.64,291.30,-88.74,76.57,58.57,110.34,179,Unhealthy,3
2019-12-11 18:00:00 UTC,119.05,184.89,195.53,347.97,-89.14,75.52,60.79,122.51,186,Unhealthy,3
2019-12-11 19:00:00 UTC,101.40,158.22,167.47,406.57,-89.18,76.00,59.71,104.73,176,Unhealthy,3
2019-12-11 20:00:00 UTC,89.10,136.81,144.33,467.00,-89.57,76.00,57.27,90.43,169,Unhealthy,3
2019-12-11 21:00:00 UTC,59.01,92.49,97.93,526.97,-89.79,76.97,54.41,60.93,154,Unhealthy,3
2019-12-11 22:00:00 UTC,62.99,96.96,102.44,587.00,-89.20,76.13,56.10,63.94,155,Unhealthy,3
2019-12-11 23:00:00 UTC,61.78,96.69,102.41,646.83,-89.10,76.00,57.38,63.70,155,Unhealthy,3
2019-12-12 00:00:00 UTC,71.48,111.71,118.14,702.52,-88.80,75.68,57.84,73.68,160,Unhealthy,3
2019-12-12 01:00:00 UTC,75.98,119.47,126.12,557.00,-89.00,75.50,57.50,78.90,163,Unhealthy,3
2019-12-12 02:00:00 UTC,74.54,118.64,126.47,38.00,-90.00,77.00,54.50,78.36,163,Unhealthy,3
2019-12-12 03:00:00 UTC,66.08,105.00,112.84,10.00,-93.00,80.00,51.00,69.35,158,Unhealthy,3
2019-12-12 04:00:00 UTC,,,,,,,,,-,-,-
2019-12-12 05:00:00 UTC,52.26,82.54,87.37,9.33,-91.33,85.33,41.33,55.36,150,Unhealthy for Sensitive Groups,2
2019-12-12 06:00:00 UTC,74.55,124.24,133.19,8.00,-91.50,87.00,36.00,82.76,165,Unhealthy,3
2019-12-12 07:00:00 UTC,52.32,80.88,84.96,25.20,-92.20,88.00,34.40,53.86,146,Unhealthy for Sensitive Groups,2
2019-12-12 08:00:00 UTC,,,,,,,,,-,-,-
2019-12-12 09:00:00 UTC,53.59,82.64,87.69,10.00,-91.33,88.00,35.33,54.76,148,Unhealthy for Sensitive Groups,2
2019-12-12 10:00:00 UTC,71.32,110.14,115.98,15.00,-89.67,83.33,40.00,72.71,160,Unhealthy,3
2019-12-12 11:00:00 UTC,75.00,116.84,122.61,11.40,-88.20,85.00,43.40,77.15,162,Unhealthy,3
2019-12-12 12:00:00 UTC,100.16,153.66,162.17,24.00,-88.96,82.96,48.48,101.68,175,Unhealthy,3
2019-12-12 13:00:00 UTC,104.72,163.06,172.47,77.00,-90.67,82.07,49.83,107.96,178,Unhealthy,3
2019-12-12 14:00:00 UTC,103.76,162.05,171.52,137.03,-91.37,81.00,51.47,107.29,178,Unhealthy,3
2019-12-12 15:00:00 UTC,111.69,175.34,185.52,197.17,-91.48,80.21,53.34,116.17,182,Unhealthy,3
2019-12-12 16:00:00 UTC,119.34,188.10,199.03,256.90,-90.28,79.52,55.24,124.65,187,Unhealthy,3
2019-12-12 17:00:00 UTC,133.56,212.59,226.11,317.00,-91.10,78.17,56.97,141.00,195,Unhealthy,3
2019-12-12 18:00:00 UTC,138.20,221.90,236.59,377.00,-93.33,77.67,58.30,147.19,198,Unhealthy,3
2019-12-12 19:00:00 UTC,133.24,214.15,227.69,437.00,-91.57,77.87,59.00,142.04,196,Unhealthy,3
2019-12-12 20:00:00 UTC,109.99,175.48,186.25,497.00,-90.37,78.00,58.53,116.25,182,Unhealthy,3
2019-12-12 21:00:00 UTC,78.56,128.47,136.69,556.97,-91.14,77.52,58.21,84.91,166,Unhealthy,3
2019-12-12 22:00:00 UTC,77.04,126.07,133.76,521.47,-91.33,77.87,56.87,83.29,165,Unhealthy,3
2019-12-12 23:00:00 UTC,84.28,136.96,145.96,13.50,-90.25,76.25,59.44,90.53,169,Unhealthy,3
2019-12-13 00:00:00 UTC,77.82,125.20,133.02,42.40,-91.00,76.15,60.85,82.71,165,Unhealthy,3
2019-12-13 01:00:00 UTC,72.86,116.52,123.69,71.33,-91.17,77.00,58.28,76.90,162,Unhealthy,3
2019-12-13 02:00:00 UTC,65.28,106.54,113.76,7.50,-88.17,78.83,54.67,70.28,159,Unhealthy,3
2019-12-13 03:00:00 UTC,115.39,196.53,210.10,6.00,-92.00,81.00,51.00,130.29,190,Unhealthy,3
2019-12-13 04:00:00 UTC,66.41,105.96,111.84,4.00,-95.00,84.50,43.50,69.94,158,Unhealthy,3
2019-12-13 05:00:00 UTC,54.38,87.46,92.24,19.00,-86.50,87.00,38.50,57.50,152,Unhealthy,3
2019-12-13 06:00:00 UTC,53.18,82.38,86.80,10.50,-91.50,88.50,34.00,54.60,148,Unhealthy for Sensitive Groups,2
2019-12-13 07:00:00 UTC,57.29,89.76,95.17,6.67,-91.67,87.33,32.67,60.29,153,Unhealthy,3
2019-12-13 08:00:00 UTC,51.29,80.52,85.31,13.67,-90.67,89.00,33.00,54.10,147,Unhealthy for Sensitive Groups,2
2019-12-13 09:00:00 UTC,51.21,80.02,84.54,2.00,-89.00,89.00,33.00,53.02,144,Unhealthy for Sensitive Groups,2
2019-12-13 10:00:00 UTC,57.97,89.45,93.91,31.82,-94.09,87.36,36.23,59.03,153,Unhealthy,3
2019-12-13 11:00:00 UTC,77.48,119.06,125.61,87.00,-94.27,84.93,42.77,78.64,163,Unhealthy,3
2019-12-13 12:00:00 UTC,83.87,128.44,135.29,141.04,-94.13,83.39,47.39,84.88,166,Unhealthy,3
2019-12-13 13:00:00 UTC,101.13,155.35,164.18,208.81,-93.52,82.52,50.29,102.80,175,Unhealthy,3
2019-12-13 14:00:00 UTC,103.37,160.54,170.06,114.00,-93.89,82.00,52.56,106.28,177,Unhealthy,3
2019-12-13 15:00:00 UTC,116.44,182.28,194.67,11.00,-91.00,81.00,55.00,120.77,185,Unhealthy,3
2019-12-13 16:00:00 UTC,,,,,,,,,-,-,-
2019-12-13 17:00:00 UTC,146.02,235.39,250.42,17.00,-93.00,79.00,56.50,156.22,207,Very Unhealthy,4
2019-12-13 18:00:00 UTC,146.68,235.59,250.22,7.00,-91.67,78.83,57.00,156.34,207,Very Unhealthy,4
2019-12-13 19:00:00 UTC,132.32,215.50,229.28,28.90,-92.50,78.00,58.40,142.94,196,Unhealthy,3
2019-12-13 20:00:00 UTC,,,,,,,,,-,-,-
2019-12-13 21:00:00 UTC,79.06,131.31,140.78,10.00,-93.67,78.00,55.67,86.74,167,Unhealthy,3
2019-12-13 22:00:00 UTC,74.77,122.15,130.26,25.69,-90.19,78.38,54.50,80.68,164,Unhealthy,3
2019-12-13 23:00:00 UTC,77.43,125.41,133.41,18.40,-90.67,77.20,56.00,82.87,165,Unhealthy,3
2019-12-14 00:00:00 UTC,81.52,132.87,142.02,24.50,-91.21,77.00,57.14,87.82,168,Unhealthy,3
2019-12-14 01:00:00 UTC,84.49,135.56,143.86,62.39,-90.61,77.74,55.17,89.63,169,Unhealthy,3
2019-12-14 02:00:00 UTC,57.75,92.87,98.50,106.57,-92.00,78.43,53.14,61.15,154,Unhealthy,3
2019-12-14 03:00:00 UTC,47.66,76.93,81.78,8.00,-90.00,81.50,49.50,51.87,141,Unhealthy for Sensitive Groups,2
2019-12-14 04:00:00 UTC,47.45,75.10,79.75,12.56,-92.67,83.44,46.33,51.39,140,Unhealthy for Sensitive Groups,2
2019-12-14 05:00:00 UTC,45.30,71.86,76.29,26.00,-90.50,85.50,41.00,50.08,137,Unhealthy for Sensitive Groups,2
2019-12-14 06:00:00 UTC,57.42,91.17,96.65,32.18,-94.18,86.91,39.18,60.57,154,Unhealthy,3
2019-12-14 07:00:00 UTC,69.26,110.06,116.48,17.50,-89.75,87.25,36.25,72.68,160,Unhealthy,3
2019-12-14 08:00:00 UTC,65.11,104.04,110.63,28.00,-92.48,88.72,35.36,68.60,158,Unhealthy,3
2019-12-14 09:00:00 UTC,62.66,99.30,105.38,74.26,-94.32,88.68,36.37,65.44,156,Unhealthy,3
2019-12-14 10:00:00 UTC,58.52,92.18,97.23,27.46,-94.08,87.81,40.23,60.73,154,Unhealthy,3
2019-12-14 11:00:00 UTC,75.74,119.36,126.61,88.79,-93.32,86.68,44.11,78.84,163,Unhealthy,3
2019-12-14 12:00:00 UTC,86.68,137.70,146.62,67.00,-91.40,85.90,45.70,91.04,169,Unhealthy,3
2019-12-14 13:00:00 UTC,85.30,135.64,143.74,21.07,-93.00,84.36,49.93,89.71,169,Unhealthy,3
2019-12-14 14:00:00 UTC,93.41,145.89,154.55,5.20,-88.20,83.00,52.00,96.53,172,Unhealthy,3
2019-12-14 15:00:00 UTC,100.58,158.17,167.88,32.04,-93.76,81.96,53.92,104.69,176,Unhealthy,3
2019-12-14 16:00:00 UTC,101.45,164.68,176.34,28.07,-88.71,80.79,54.71,109.09,179,Unhealthy,3
2019-12-14 17:00:00 UTC,97.96,157.27,168.05,5.62,-90.62,80.00,54.88,104.07,176,Unhealthy,3
2019-12-14 18:00:00 UTC,97.37,155.95,166.00,49.00,-92.34,80.00,56.03,103.21,176,Unhealthy,3
2019-12-14 19:00:00 UTC,78.70,125.21,133.27,108.03,-90.70,79.23,56.10,82.73,165,Unhealthy,3
2019-12-14 20:00:00 UTC,52.50,83.94,89.22,168.00,-89.33,79.00,54.80,56.42,151,Unhealthy,3
2019-12-14 21:00:00 UTC,52.40,82.69,87.84,227.07,-91.43,79.00,54.50,55.22,150,Unhealthy for Sensitive Groups,2
2019-12-14 22:00:00 UTC,75.97,122.28,130.10,287.96,-91.12,78.46,55.50,80.78,164,Unhealthy,3
2019-12-14 23:00:00 UTC,78.38,126.99,135.71,332.00,-88.69,78.00,56.15,83.92,166,Unhealthy,3
2019-12-15 00:00:00 UTC,74.39,120.09,128.02,19.76,-88.82,74.71,61.88,79.25,163,Unhealthy,3
2019-12-15 01:00:00 UTC,69.16,109.70,116.56,23.06,-90.06,77.76,55.47,72.38,160,Unhealthy,3
2019-12-15 02:00:00 UTC,52.89,84.30,89.42,58.60,-90.45,79.10,51.15,56.06,151,Unhealthy,3
2019-12-15 03:00:00 UTC,56.03,88.52,94.35,66.83,-92.75,82.00,47.50,59.15,153,Unhealthy,3
2019-12-15 04:00:00 UTC,40.96,64.23,67.79,27.82,-92.32,83.73,44.32,47.12,130,Unhealthy for Sensitive Groups,2
2019-12-15 05:00:00 UTC,35.78,56.17,59.47,43.61,-88.67,86.00,39.83,43.94,122,Unhealthy for Sensitive Groups,2
2019-12-15 06:00:00 UTC,38.08,59.44,62.67,11.21,-92.00,87.58,37.53,45.21,125,Unhealthy for Sensitive Groups,2
2019-12-15 07:00:00 UTC,49.24,75.63,79.44,49.88,-89.35,88.18,37.00,52.65,143,Unhealthy for Sensitive Groups,2
2019-12-15 08:00:00 UTC,51.18,79.29,83.61,23.05,-95.05,89.00,36.42,53.12,144,Unhealthy for Sensitive Groups,2
2019-12-15 09:00:00 UTC,62.78,98.02,103.86,80.83,-90.83,89.00,36.91,64.79,156,Unhealthy,3
2019-12-15 10:00:00 UTC,54.42,85.22,90.56,138.24,-88.14,88.55,39.45,57.01,152,Unhealthy,3
2019-12-15 11:00:00 UTC,89.64,144.66,154.96,199.90,-88.75,86.90,43.50,95.68,172,Unhealthy,3
2019-12-15 12:00:00 UTC,77.45,121.28,128.85,261.62,-89.17,85.25,48.38,80.08,164,Unhealthy,3
2019-12-15 13:00:00 UTC,86.30,134.15,142.25,313.58,-88.42,84.71,48.83,88.70,168,Unhealthy,3
2019-12-15 14:00:00 UTC,85.64,132.76,140.38,8.36,-88.82,83.64,49.73,87.78,168,Unhealthy,3
2019-12-15 15:00:00 UTC,70.29,111.58,118.81,35.96,-90.50,83.00,47.62,73.62,160,Unhealthy,3
2019-12-15 16:00:00 UTC,54.86,86.64,92.39,92.91,-89.78,82.74,43.43,57.16,152,Unhealthy,3
2019-12-15 17:00:00 UTC,51.13,79.82,84.71,157.00,-88.77,82.84,43.03,53.11,144,Unhealthy for Sensitive Groups,2
2019-12-15 18:00:00 UTC,45.53,70.73,75.03,218.07,-90.60,81.70,45.30,49.61,136,Unhealthy for Sensitive Groups,2
2019-12-15 19:00:00 UTC,31.81,50.04,53.12,277.86,-91.59,80.72,47.17,41.06,115,Unhealthy for Sensitive Groups,2
2019-12-15 20:00:00 UTC,31.85,50.09,52.80,337.89,-91.93,79.93,48.93,40.71,114,Unhealthy for Sensitive Groups,2
2019-12-15 21:00:00 UTC,52.65,81.71,86.38,396.97,-91.38,80.00,50.79,54.18,147,Unhealthy for Sensitive Groups,2
2019-12-15 22:00:00 UTC,59.76,93.15,98.82,453.12,-91.62,79.19,52.00,61.68,154,Unhealthy,3
2019-12-15 23:00:00 UTC,43.72,68.04,71.97,26.00,-90.52,79.00,51.84,48.63,133,Unhealthy for Sensitive Groups,2
2019-12-16 00:00:00 UTC,41.23,65.16,68.93,77.94,-92.50,78.17,51.33,47.49,131,Unhealthy for Sensitive Groups,2
2019-12-16 01:00:00 UTC,40.81,62.98,66.20,17.33,-91.33,78.33,49.67,46.57,128,Unhealthy for Sensitive Groups,2
2019-12-16 02:00:00 UTC,62.12,97.67,104.21,14.29,-91.43,81.43,47.43,64.38,156,Unhealthy,3
2019-12-16 03:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 04:00:00 UTC,42.36,65.74,69.43,36.00,-92.42,85.84,41.47,47.87,131,Unhealthy for Sensitive Groups,2
2019-12-16 05:00:00 UTC,36.96,57.48,60.69,30.11,-94.33,88.33,38.67,44.34,123,Unhealthy for Sensitive Groups,2
2019-12-16 06:00:00 UTC,33.52,51.79,54.79,59.96,-93.52,89.39,37.91,41.96,117,Unhealthy for Sensitive Groups,2
2019-12-16 07:00:00 UTC,37.09,58.00,61.41,20.88,-89.25,90.88,35.88,45.84,126,Unhealthy for Sensitive Groups,2
2019-12-16 08:00:00 UTC,24.52,38.62,41.06,42.80,-90.60,91.00,35.00,34.87,99,Moderate,1
2019-12-16 09:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 10:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 11:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 12:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 13:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 14:00:00 UTC,,,,,,,,,-,-,-
2019-12-16 15:00:00 UTC,66.05,102.47,108.05,7.00,-48.25,81.50,55.50,67.50,157,Unhealthy,3
2019-12-16 16:00:00 UTC,166.65,316.48,356.23,14.00,-48.33,84.00,53.00,210.21,260,Very Unhealthy,4
2019-12-17 02:00:00 UTC,25.74,39.43,42.24,8.80,-89.20,83.00,41.40,34.32,98,Moderate,1
2019-12-18 07:00:00 UTC,37.53,56.43,59.54,13.20,-81.87,90.87,33.20,44.04,122,Unhealthy for Sensitive Groups,2
2019-12-18 08:00:00 UTC,42.81,65.07,68.61,56.00,-82.52,91.03,34.68,47.74,131,Unhealthy for Sensitive Groups,2
2019-12-18 09:00:00 UTC,44.58,67.78,71.79,117.00,-83.00,91.67,35.80,48.96,134,Unhealthy for Sensitive Groups,2
2019-12-18 10:00:00 UTC,54.00,81.51,86.09,177.00,-83.37,90.50,40.17,55.45,150,Unhealthy for Sensitive Groups,2
2019-12-18 11:00:00 UTC,54.80,82.10,86.72,237.00,-84.13,88.87,42.70,54.94,149,Unhealthy for Sensitive Groups,2
2019-12-18 12:00:00 UTC,52.27,78.12,82.69,297.00,-84.33,87.83,43.60,52.81,144,Unhealthy for Sensitive Groups,2
2019-12-18 13:00:00 UTC,61.29,91.28,96.03,357.00,-84.63,86.93,45.30,60.21,153,Unhealthy,3
2019-12-18 14:00:00 UTC,61.27,91.46,96.43,417.00,-84.40,85.43,49.33,60.23,153,Unhealthy,3
2019-12-18 15:00:00 UTC,64.24,96.38,101.63,477.00,-83.87,84.40,51.43,63.51,155,Unhealthy,3
2019-12-18 16:00:00 UTC,73.29,109.93,116.18,537.00,-83.97,83.50,53.37,72.56,160,Unhealthy,3
2019-12-18 17:00:00 UTC,81.51,121.27,127.87,601.60,-84.56,82.52,54.88,80.07,164,Unhealthy,3
2019-12-18 18:00:00 UTC,73.28,113.29,120.47,657.00,-84.13,82.00,55.30,74.79,161,Unhealthy,3
2019-12-18 19:00:00 UTC,67.53,104.16,110.55,717.00,-83.83,81.40,56.80,68.67,158,Unhealthy,3
2019-12-18 20:00:00 UTC,77.48,116.24,122.77,777.00,-84.60,80.57,57.60,76.74,162,Unhealthy,3
2019-12-18 21:00:00 UTC,63.51,97.98,103.42,837.00,-83.93,80.00,58.13,64.59,156,Unhealthy,3
2019-12-18 22:00:00 UTC,112.49,177.27,188.38,897.00,-84.10,79.13,57.97,117.41,183,Unhealthy,3
2019-12-18 23:00:00 UTC,93.12,154.58,166.65,957.00,-84.07,79.37,54.97,102.34,175,Unhealthy,3
2019-12-19 00:00:00 UTC,96.97,161.81,174.70,1016.00,-83.59,79.38,55.17,107.13,178,Unhealthy,3
2019-12-19 01:00:00 UTC,84.54,135.96,145.95,1076.00,-83.74,80.13,53.61,89.89,169,Unhealthy,3
2019-12-19 02:00:00 UTC,71.76,115.00,122.81,1137.00,-83.07,82.37,49.67,75.92,162,Unhealthy,3
2019-12-19 03:00:00 UTC,57.25,91.71,97.62,1197.00,-82.70,84.63,46.63,60.51,154,Unhealthy,3
2019-12-19 04:00:00 UTC,44.71,69.75,73.75,1257.00,-83.07,86.80,41.20,49.38,135,Unhealthy for Sensitive Groups,2
2019-12-19 05:00:00 UTC,38.46,59.46,62.71,1316.00,-82.55,88.69,39.03,45.22,125,Unhealthy for Sensitive Groups,2
2019-12-19 06:00:00 UTC,35.86,54.70,57.86,1376.00,-83.13,90.45,34.81,43.36,120,Unhealthy for Sensitive Groups,2
2019-12-19 07:00:00 UTC,35.00,53.24,56.15,1437.00,-83.17,91.77,33.50,42.50,118,Unhealthy for Sensitive Groups,2
2019-12-19 08:00:00 UTC,37.59,56.10,58.92,1497.00,-83.87,92.00,33.30,43.94,122,Unhealthy for Sensitive Groups,2
2019-12-19 09:00:00 UTC,78.92,117.96,124.13,1557.00,-83.27,91.97,36.97,79.59,163,Unhealthy,3
2019-12-19 10:00:00 UTC,83.08,124.78,131.83,1617.00,-83.13,91.03,42.77,82.45,165,Unhealthy,3
2019-12-19 11:00:00 UTC,95.74,144.10,152.75,1677.00,-83.63,89.40,41.77,95.31,172,Unhealthy,3
2019-12-19 12:00:00 UTC,68.70,100.75,105.96,1737.00,-83.10,86.97,46.23,66.45,157,Unhealthy,3
2019-12-19 13:00:00 UTC,68.26,99.79,105.18,1797.00,-83.97,85.77,48.90,65.79,156,Unhealthy,3
2019-12-19 14:00:00 UTC,80.35,115.97,122.02,1857.00,-83.63,85.00,51.73,76.57,162,Unhealthy,3
2019-12-19 15:00:00 UTC,76.03,111.39,117.11,1916.00,-83.03,84.00,53.86,73.53,160,Unhealthy,3
2019-12-19 16:00:00 UTC,68.90,101.43,106.87,1976.00,-83.32,83.87,54.39,66.89,157,Unhealthy,3
2019-12-19 17:00:00 UTC,64.08,96.77,102.26,2037.00,-82.97,83.33,54.60,63.76,155,Unhealthy,3
2019-12-19 18:00:00 UTC,55.98,86.36,91.69,2097.00,-82.93,83.13,56.60,56.88,152,Unhealthy,3
2019-12-19 19:00:00 UTC,58.85,89.68,94.80,2157.00,-83.07,82.60,58.83,59.17,153,Unhealthy,3
2019-12-19 20:00:00 UTC,57.20,87.34,92.74,2217.00,-83.77,81.50,59.30,58.39,152,Unhealthy,3
2019-12-19 21:00:00 UTC,56.62,85.93,90.58,2276.97,-83.41,81.00,58.00,57.15,152,Unhealthy,3
2019-12-19 22:00:00 UTC,68.86,107.44,113.78,2337.00,-83.03,81.00,58.60,70.99,159,Unhealthy,3
2019-12-19 23:00:00 UTC,86.07,136.47,146.11,2383.00,-83.25,81.00,59.12,90.25,169,Unhealthy,3
2019-12-20 02:00:00 UTC,74.06,115.33,123.09,22.00,-81.76,81.05,54.43,76.09,162,Unhealthy,3
2019-12-20 03:00:00 UTC,51.63,78.89,83.74,73.00,-82.77,85.17,46.43,53.94,146,Unhealthy for Sensitive Groups,2
2019-12-20 04:00:00 UTC,38.34,57.51,60.49,133.00,-82.80,87.50,42.00,44.49,123,Unhealthy for Sensitive Groups,2
2019-12-20 05:00:00 UTC,36.23,55.09,58.07,193.00,-82.90,89.23,38.20,43.74,121,Unhealthy for Sensitive Groups,2
2019-12-20 06:00:00 UTC,43.03,64.85,68.02,253.00,-82.87,90.77,35.10,48.18,132,Unhealthy for Sensitive Groups,2
2019-12-20 07:00:00 UTC,49.81,74.04,77.74,313.00,-84.00,91.83,35.33,52.02,142,Unhealthy for Sensitive Groups,2
2019-12-20 08:00:00 UTC,50.42,73.83,77.14,373.00,-85.40,92.53,35.73,51.34,140,Unhealthy for Sensitive Groups,2
2019-12-20 09:00:00 UTC,42.97,63.15,66.54,433.00,-83.57,92.10,36.63,46.75,129,Unhealthy for Sensitive Groups,2
2019-12-20 10:00:00 UTC,64.57,95.86,100.88,493.00,-83.67,91.47,39.50,63.62,155,Unhealthy,3
2019-12-20 11:00:00 UTC,80.58,121.06,128.04,553.00,-83.67,90.33,43.43,79.97,164,Unhealthy,3
2019-12-20 12:00:00 UTC,75.05,110.78,116.55,613.00,-84.77,89.53,45.53,73.13,160,Unhealthy,3
2019-12-20 13:00:00 UTC,85.45,126.54,133.52,673.00,-85.00,88.03,49.07,83.64,166,Unhealthy,3
2019-12-20 14:00:00 UTC,82.82,121.32,127.52,733.00,-85.03,86.93,49.63,80.13,164,Unhealthy,3
2019-12-20 15:00:00 UTC,74.20,110.00,115.90,793.00,-85.53,86.00,49.93,72.59,160,Unhealthy,3
2019-12-20 16:00:00 UTC,66.37,101.99,108.20,853.00,-84.30,86.00,50.37,67.27,157,Unhealthy,3
2019-12-20 17:00:00 UTC,59.07,90.77,96.15,913.00,-84.90,85.17,50.57,60.07,153,Unhealthy,3
2019-12-20 18:00:00 UTC,47.17,77.20,83.09,973.00,-84.33,84.30,52.10,52.77,144,Unhealthy for Sensitive Groups,2
2019-12-20 19:00:00 UTC,49.03,79.20,84.86,1033.00,-84.67,83.73,53.43,53.74,146,Unhealthy for Sensitive Groups,2
2019-12-20 20:00:00 UTC,61.89,97.34,103.46,1093.00,-84.13,82.67,54.90,64.41,156,Unhealthy,3
2019-12-20 21:00:00 UTC,49.49,82.50,88.99,1152.97,-84.62,82.00,56.21,54.70,148,Unhealthy for Sensitive Groups,2
2019-12-20 22:00:00 UTC,53.74,88.40,95.04,1213.00,-84.90,82.00,57.00,58.34,152,Unhealthy,3
2019-12-20 23:00:00 UTC,125.70,204.35,219.66,1273.00,-85.03,81.80,58.17,135.51,192,Unhealthy,3
2019-12-21 00:00:00 UTC,79.18,128.03,137.57,1333.00,-85.07,82.00,57.93,84.60,166,Unhealthy,3
2019-12-21 01:00:00 UTC,68.16,114.67,123.72,1393.00,-84.80,82.53,54.30,75.69,161,Unhealthy,3
2019-12-21 02:00:00 UTC,62.06,104.55,113.30,1453.00,-85.07,84.60,44.00,68.95,158,Unhealthy,3
2019-12-21 03:00:00 UTC,75.69,120.11,128.17,1513.00,-85.07,86.67,40.20,79.33,163,Unhealthy,3
2019-12-21 04:00:00 UTC,45.49,70.87,75.32,1573.00,-84.90,88.40,37.83,49.72,136,Unhealthy for Sensitive Groups,2
2019-12-21 05:00:00 UTC,35.01,53.06,55.59,1633.00,-85.10,89.87,39.33,42.45,118,Unhealthy for Sensitive Groups,2
2019-12-21 06:00:00 UTC,36.59,54.73,57.37,1693.00,-84.97,91.40,38.53,43.19,120,Unhealthy for Sensitive Groups,2
2019-12-21 07:00:00 UTC,35.71,53.54,56.27,1753.00,-84.97,91.70,38.63,42.55,118,Unhealthy for Sensitive Groups,2
2019-12-21 08:00:00 UTC,33.13,48.22,50.48,1813.00,-85.43,91.03,40.43,40.15,112,Unhealthy for Sensitive Groups,2
2019-12-21 09:00:00 UTC,38.63,56.17,59.06,1873.00,-85.47,91.07,40.00,43.86,122,Unhealthy for Sensitive Groups,2
2019-12-21 10:00:00 UTC,48.84,71.12,74.61,1933.00,-85.07,90.77,40.47,50.87,139,Unhealthy for Sensitive Groups,2
2019-12-21 11:00:00 UTC,75.67,112.40,118.92,1993.00,-85.23,90.00,41.50,74.26,161,Unhealthy,3
2019-12-21 12:00:00 UTC,84.69,124.86,131.41,2053.00,-85.63,88.43,44.57,82.48,165,Unhealthy,3
2019-12-21 13:00:00 UTC,86.00,127.28,134.19,2113.00,-84.80,87.00,47.83,84.09,166,Unhealthy,3
2019-12-21 14:00:00 UTC,89.79,129.88,136.19,2173.00,-85.10,86.03,50.03,85.81,167,Unhealthy,3
2019-12-21 15:00:00 UTC,65.80,97.41,102.80,2233.00,-84.93,85.63,50.00,64.23,156,Unhealthy,3
2019-12-21 16:00:00 UTC,57.19,86.13,90.86,2293.00,-84.67,84.83,50.37,56.71,152,Unhealthy,3
2019-12-21 17:00:00 UTC,53.70,81.78,86.97,2353.00,-84.87,83.90,51.60,54.33,147,Unhealthy for Sensitive Groups,2
2019-12-21 18:00:00 UTC,45.85,70.29,74.50,2413.00,-84.70,83.00,53.43,49.45,135,Unhealthy for Sensitive Groups,2
